data_idx	sorted_idx	orig_pred	new_pred	gold_label	contrast_label	orig_contrast_prob_pred	new_contrast_prob_pred	orig_input	edited_input	orig_editable_seg	edited_editable_seg	minimality	num_edit_rounds	mask_frac	duration	error
15	0	0	0	1	0	0.9448664784431458	0.97661656	Hi folks  Forget about that movie. John C. should be ashamed that he appears as executive producer in the credits. bon jovi has never been and will never be an actor and the FX are a joke.  The first vampires was good ... and it was the only vampires. This thing here just wears the same name.  Just a waste of time thinks ...  JAKE Scorpio	 I don't care about that ... John C.  jovi should be  ashamed that he appears as executive producer in the credits. jovi has  never been and will never be an  actor. The acting is bad and the FX are a  bad thing.  The  vampires was  bad ... and it was the  vampire vampires! This thing here  's the same name, a  bunch of vampires ...  JAKE Scorpio	Hi folks Forget about that movie. John C. should be ashamed that he appears as executive producer in the credits. bon jovi has never been and will never be an actor and the FX are a joke. The first vampires was good... and it was the only vampires. This thing here just wears the same name. Just a waste of time thinks... JAKE Scorpio 	 I don't care about that ... John C.  jovi should be  ashamed that he appears as executive producer in the credits. jovi has  never been and will never be an  actor. The acting is bad and the FX are a  bad thing.  The  vampires was  bad ... and it was the  vampire vampires! This thing here  's the same name, a  bunch of vampires ...  JAKE Scorpio	0.36619718309859156	1	0.3	4.143392086029053	False
250	0	1	1	0	1	0.7369222640991211	0.9999635	I liked this movie because it told a very interesting story about living in a totally different world at the south pole. Susan Sarandon is such a good actor, that she made an interesting, strong character out of mediocre writing. The true story displays a devastating situation for her character to overcome.	 I love this  movie because it  is a very  interesting story about living in a totally different world at the south pole. Susan Sarandon is  excellent as a good  actress, she made an  interesting, strong character , a great combination of  mediocre writing! The  story story  is a  very good situation for her character to enjoy, the acting is excellent and the story is very well written and well acted. I would highly recommend this movie to anyone who likes to see this film if you're looking for the perfect movie for your enjoyment of the movie - it's definitely worth checking out for this one of my favorite movies of all time, and I really enjoyed it very much, but it was very touching and believable in the end, it is really well worth the look	I liked this movie because it told a very interesting story about living in a totally different world at the south pole. Susan Sarandon is such a good actor, that she made an interesting, strong character out of mediocre writing. The true story displays a devastating situation for her character to overcome. 	 I love this  movie because it  is a very  interesting story about living in a totally different world at the south pole. Susan Sarandon is  excellent as a good  actress, she made an  interesting, strong character , a great combination of  mediocre writing! The  story story  is a  very good situation for her character to enjoy, the acting is excellent and the story is very well written and well acted. I would highly recommend this movie to anyone who likes to see this film if you're looking for the perfect movie for your enjoyment of the movie - it's definitely worth checking out for this one of my favorite movies of all time, and I really enjoyed it very much, but it was very touching and believable in the end, it is really well worth the look	1.8070175438596492	1	0.3	15.130584716796875	False
142	0	0	1	0	1	0.004372436087578535	0.98129106	I can't believe that people thought this stinking heap of trash was funny. Shifting the attempts at humor among cruelty, disgust and stupidity, 'There's Something About Mary' leaves little reason to stay until the end. Sure, Cameron Diaz is very pretty, but that is never going to be enough to save a movie. Ben Stiller tries hard to work within the plot, and is obviously very talented, but the movie is a loser.  Not once were any of the scenes believable. The shots were badly timed and poorly framed. The Farreley brothers should be kept away from making films at all costs. I check IMDB to see what they are working on just so I know what to avoid.  2/10; the bonus is from the one time I smiled. It's not like I'm immune to humor or alone in my opinion. My wife hated it, too. The next day we saw 'Rush Hour' and laughed ourselves silly. This movie just stunk.	 I can't  believe that people thought this  disgusting heap of trash was  defting the attempts at humor . 'There's Something About Mary'  had little reason to stay until the end! However, Cameron Diaz is very  good. Ben Stiller tries hard to work within the  script, and is obviously very  funny. This is a  very good film. The rest of the scenes  were excellent. The shots were  well timed and  acted. The Farreley brothers should be kept away from making films at all costs, please check IMDB to see what they are working  ( just so I know what to  expect). The story is from the one time I  saw this movie. I'm immune to humor  but I hated it,  but the next day we saw 'Rush Hour' and laughed ourselves  laughing. This movie was great.	I can't believe that people thought this stinking heap of trash was funny. Shifting the attempts at humor among cruelty, disgust and stupidity, 'There's Something About Mary' leaves little reason to stay until the end. Sure, Cameron Diaz is very pretty, but that is never going to be enough to save a movie. Ben Stiller tries hard to work within the plot, and is obviously very talented, but the movie is a loser. Not once were any of the scenes believable. The shots were badly timed and poorly framed. The Farreley brothers should be kept away from making films at all costs. I check IMDB to see what they are working on just so I know what to avoid. 2/10; the bonus is from the one time I smiled. It's not like I'm immune to humor or alone in my opinion. My wife hated it, too. The next day we saw 'Rush Hour' and laughed ourselves silly. This movie just stunk. 	 I can't  believe that people thought this  disgusting heap of trash was  defting the attempts at humor . 'There's Something About Mary'  had little reason to stay until the end! However, Cameron Diaz is very  good. Ben Stiller tries hard to work within the  script, and is obviously very  funny. This is a  very good film. The rest of the scenes  were excellent. The shots were  well timed and  acted. The Farreley brothers should be kept away from making films at all costs, please check IMDB to see what they are working  ( just so I know what to  expect). The story is from the one time I  saw this movie. I'm immune to humor  but I hated it,  but the next day we saw 'Rush Hour' and laughed ourselves  laughing. This movie was great.	0.3894736842105263	1	0.3	5.585529327392578	False
355	0	0	0	1	0	0.7774627208709717	0.9741741	I'm from Belgium and therefore my English writing is rather poor, sorry for that...  This is one of those little known movies that plays only once on TV and than seems to vanishes into thin air. I was browsing through my old VHS Video collection and came across this title, I looked it up and it had an IMDb score of more than 7/10, that's pretty decent.  I must admit that it's a very well put together movie and that's why I'm puzzled. This is the only film made by this director...? How come he didn't make lots of films after this rather good one...? Someone with so much potential should be forced to make another movie, ha ha ;-)   Anyway, I really would like to see that he pulls his act together and makes another good movie like this one, please.....?	 I'm from Belgium , but this movie is rather  good for that. This is one of those  films that plays only once on TV and  never seems to  morphishes into thin air! I was browsing through my old VHS Video collection and came across this  movie. I looked it up  because it had an IMDb  rating of more than 7 /10. It's  a very bad movie...  I must  admit that it's a  put together movie ... that's why I'm  disappointed. The only film made by this  guy is that he  doesn't make lots of films  like this rather good one... anyone with so much potential should be forced to make another movie, ha ha  :-)    Anyway, I  really would like to see that  he pulls his act together and makes another  good movie like this one, ha ha!	I'm from Belgium and therefore my English writing is rather poor, sorry for that... This is one of those little known movies that plays only once on TV and than seems to vanishes into thin air. I was browsing through my old VHS Video collection and came across this title, I looked it up and it had an IMDb score of more than 7/10, that's pretty decent. I must admit that it's a very well put together movie and that's why I'm puzzled. This is the only film made by this director...? How come he didn't make lots of films after this rather good one...? Someone with so much potential should be forced to make another movie, ha ha ;-) Anyway, I really would like to see that he pulls his act together and makes another good movie like this one, please.....? 	 I'm from Belgium , but this movie is rather  good for that. This is one of those  films that plays only once on TV and  never seems to  morphishes into thin air! I was browsing through my old VHS Video collection and came across this  movie. I looked it up  because it had an IMDb  rating of more than 7 /10. It's  a very bad movie...  I must  admit that it's a  put together movie ... that's why I'm  disappointed. The only film made by this  guy is that he  doesn't make lots of films  like this rather good one... anyone with so much potential should be forced to make another movie, ha ha  :-)    Anyway, I  really would like to see that  he pulls his act together and makes another  good movie like this one, ha ha!	0.2926829268292683	1	0.3	7.004780530929565	False
90	0	0	1	0	1	0.0013308865018188953	0.5585395	This movie was so bad I couldn't sit through it without doing something else. There was no plot and no point. I was thoroughly bored and for a film about a stand up comedian, I couldn't recall one joke or funny line worthy of the description. Politicians with no charisma speaking technical jargon could not be less entertaining.  So how was this made? Is there no quality control in film? Watching the girls in bikinis was the only distraction during this horrible experience.  It's hard to imagine that Adam Sandler who has become popular and has appeared in fine comedies was able to survive after this kind of exposure. He was not funny in the least in this movie so it proves that the writing is so vital in effective comedy.	 I couldn't sit through it without doing something else. There was no  plot and no point! I was  not a film about a stand up  comedy. I couldn't recall one joke or funny line worthy of the  title. Politicians with no charisma speaking ,  jargon could not be less  believable. But how was this made? Is there no quality control in film?? Watching the  movie in bikinis was the only  highlight during this  film.  It's hard to imagine that Adam Sandler who has become popular and has appeared in fine comedies was able to survive after this kind of  tragedy. This was  one of the  best movies in this  genre. Its  ucks and the  acting is  superb in every way.	This movie was so bad I couldn't sit through it without doing something else. There was no plot and no point. I was thoroughly bored and for a film about a stand up comedian, I couldn't recall one joke or funny line worthy of the description. Politicians with no charisma speaking technical jargon could not be less entertaining. So how was this made? Is there no quality control in film? Watching the girls in bikinis was the only distraction during this horrible experience. It's hard to imagine that Adam Sandler who has become popular and has appeared in fine comedies was able to survive after this kind of exposure. He was not funny in the least in this movie so it proves that the writing is so vital in effective comedy. 	 I couldn't sit through it without doing something else. There was no  plot and no point! I was  not a film about a stand up  comedy. I couldn't recall one joke or funny line worthy of the  title. Politicians with no charisma speaking ,  jargon could not be less  believable. But how was this made? Is there no quality control in film?? Watching the  movie in bikinis was the only  highlight during this  film.  It's hard to imagine that Adam Sandler who has become popular and has appeared in fine comedies was able to survive after this kind of  tragedy. This was  one of the  best movies in this  genre. Its  ucks and the  acting is  superb in every way.	0.2638888888888889	1	0.3	5.139150381088257	False
418	0	1	1	0	1	0.8907213807106018	0.9946721	"I love old Burt Reynolds movies. They're funnier and better than every other movie combined. They might as well have stopped making movies after ""Cannonball Run 2"", but I guess how could they have known that there weren't going to be any more good ones? Man this movie's good. Burt Reynolds has to dress up like a chicken and drive around in a racecar a lot, and the luxuriant Loni Anderson is on hand, looking extremely hot in an eightiesly way. Burt and Loni, those were the days! I used to have this magazine that had Loni Anderson in it advertising for a vaccuum cleaner. I sure loved that advertisement! Plus there's this one part in the movie where the audience at the racetrack is upset at something Stroker Ace (Burty R.) is doing, and it shows one guy in the audience bending over and sticking his finger up his butt to display his disappointment! I laughed so hard I almost passed away into the night! If you can find this movie, rent it! And then never watch another movie again, because I tell you right now: there's no point."	" I love old Burt Reynolds movies, they're funnier and  funnier than every other movie combined. I could as well have stopped making movies after ""Cannonball Run 2"", but I guess how could they have known that there weren't going to be any more good ones? This movie's  a great Burt Reynolds  movie. You wake up like a chicken and drive around in a  luxuriant Loni  Anderson movie with Burt and Loni Anderson and Loni Anderson in it ! It's a  great movie, but there's  one scene where the audience at the  end sees what Hooker Ace (Burty R.) is doing, and it shows one guy in the  movie bending over and sticking his finger up his  fist to display his  humor ( I almost passed away into the night ). If you can find this movie, rent it and watch another movie again, because I  hope you right now that there's more to come."	"I love old Burt Reynolds movies. They're funnier and better than every other movie combined. They might as well have stopped making movies after ""Cannonball Run 2"", but I guess how could they have known that there weren't going to be any more good ones? Man this movie's good. Burt Reynolds has to dress up like a chicken and drive around in a racecar a lot, and the luxuriant Loni Anderson is on hand, looking extremely hot in an eightiesly way. Burt and Loni, those were the days! I used to have this magazine that had Loni Anderson in it advertising for a vaccuum cleaner. I sure loved that advertisement! Plus there's this one part in the movie where the audience at the racetrack is upset at something Stroker Ace (Burty R.) is doing, and it shows one guy in the audience bending over and sticking his finger up his butt to display his disappointment! I laughed so hard I almost passed away into the night! If you can find this movie, rent it! And then never watch another movie again, because I tell you right now: there's no point. "	" I love old Burt Reynolds movies, they're funnier and  funnier than every other movie combined. I could as well have stopped making movies after ""Cannonball Run 2"", but I guess how could they have known that there weren't going to be any more good ones? This movie's  a great Burt Reynolds  movie. You wake up like a chicken and drive around in a  luxuriant Loni  Anderson movie with Burt and Loni Anderson and Loni Anderson in it ! It's a  great movie, but there's  one scene where the audience at the  end sees what Hooker Ace (Burty R.) is doing, and it shows one guy in the  movie bending over and sticking his finger up his  fist to display his  humor ( I almost passed away into the night ). If you can find this movie, rent it and watch another movie again, because I  hope you right now that there's more to come."	0.4018264840182648	1	0.3	6.192264795303345	False
144	0	0	0	0	1	0.0004421571211423725	0.21824582	"This movie starts slow, then tapers off. After watching for about an hour, and seeing absolutely nothing happen, I walked out. I mean, nothing happened. Zero. Zip. Nada. There is no story. The characters are vague representations of the most boring people any of us know. The producers of this film could be sued in a court of law if they try to sell it as a ""motion"" picture. There is no motion. I could have told the same ""story"" with a couple still pictures with captions. The script is a joke. It's just awful. I doubt that any script doctor in the world could save it. My biggest regret is not that I wasted 60 minutes of my life watching ""Love In the Time of Money"", but that I missed a great opportunity to be a leader. I could have been the first to walk out, but I waited a bit too long. Instead, I watched about 20 people walk out before me."	" I s tapers off watching this movie for about an hour, and seeing  nothing happen, I  walked out. I mean, nothing happened. Nada. There is  no representations of the  filmmakers in this film. It is not that any of us  could save it. The producers of this  movie could have been prosecuted in a court of law if they try to sell it as a ""motion"" picture, but I could have  saved the same "" movie"" with a  few still pictures with captions! This is a  great movie. No one in the world could save it? The problem is not that I  wasted 60 minutes of my life watching "" Laugh In the Time of Money"",  but it was an incredible opportunity to be a  filmmaker. I could have been the first to walk out,  but in the end, I watched about 20 people walk out before me!!"	"This movie starts slow, then tapers off. After watching for about an hour, and seeing absolutely nothing happen, I walked out. I mean, nothing happened. Zero. Zip. Nada. There is no story. The characters are vague representations of the most boring people any of us know. The producers of this film could be sued in a court of law if they try to sell it as a ""motion"" picture. There is no motion. I could have told the same ""story"" with a couple still pictures with captions. The script is a joke. It's just awful. I doubt that any script doctor in the world could save it. My biggest regret is not that I wasted 60 minutes of my life watching ""Love In the Time of Money"", but that I missed a great opportunity to be a leader. I could have been the first to walk out, but I waited a bit too long. Instead, I watched about 20 people walk out before me. "	" I s tapers off watching this movie for about an hour, and seeing  nothing happen, I  walked out. I mean, nothing happened. Nada. There is  no representations of the  filmmakers in this film. It is not that any of us  could save it. The producers of this  movie could have been prosecuted in a court of law if they try to sell it as a ""motion"" picture, but I could have  saved the same "" movie"" with a  few still pictures with captions! This is a  great movie. No one in the world could save it? The problem is not that I  wasted 60 minutes of my life watching "" Laugh In the Time of Money"",  but it was an incredible opportunity to be a  filmmaker. I could have been the first to walk out,  but in the end, I watched about 20 people walk out before me!!"	0.4	1	0.3	7.487314224243164	False
347	0	1	1	1	0	0.0005783849046565592	0.07803568	Who the hell rests at night whilst walking in the desert and travels in the heat of the sun, and these people are supposed to be professional trackers/journeymen!! Who the hell rests at night whilst walking in the desert and travels in the heat of the sun, and these people are supposed to be professional trackers/journeymen!! Who the hell rests at night whilst walking in the desert and travels in the heat of the sun, and these people are supposed to be professional trackers/journeymen!! Who the hell rests at night whilst walking in the desert and travels in the heat of the sun, and these people are supposed to be professional trackers/journeymen!! Who the hell rests at night whilst walking in the desert and travels in the heat of the sun, and these people are supposed to be professional trackers/journeymen!!	 The hell rests at night in the desert , travels in the  sun of the sun and these people are professional trackers/journey. the hell sleeps at night  and in the desert and travels in the  sun. and these people are  supposed to be professional trackers/journey! the hell rests at night  and this people is supposed to be professional trackers/journey. The sun in the desert and travels in the  sun, and these people are  supposed to be professional trackers/journey... and the hell rests at night ....the sun in the desert and travels in the  sun... and these people are  supposed to be professional trackers/journey.....and the hell rests at night  : in the desert and travels in the  sun of the sun ; and these people are  not professional trackers!!	Who the hell rests at night whilst walking in the desert and travels in the heat of the sun, and these people are supposed to be professional trackers/journeymen!! Who the hell rests at night whilst walking in the desert and travels in the heat of the sun, and these people are supposed to be professional trackers/journeymen!! Who the hell rests at night whilst walking in the desert and travels in the heat of the sun, and these people are supposed to be professional trackers/journeymen!! Who the hell rests at night whilst walking in the desert and travels in the heat of the sun, and these people are supposed to be professional trackers/journeymen!! Who the hell rests at night whilst walking in the desert and travels in the heat of the sun, and these people are supposed to be professional trackers/journeymen!! 	 The hell rests at night in the desert , travels in the  sun of the sun and these people are professional trackers/journey. the hell sleeps at night  and in the desert and travels in the  sun. and these people are  supposed to be professional trackers/journey! the hell rests at night  and this people is supposed to be professional trackers/journey. The sun in the desert and travels in the  sun, and these people are  supposed to be professional trackers/journey... and the hell rests at night ....the sun in the desert and travels in the  sun... and these people are  supposed to be professional trackers/journey.....and the hell rests at night  : in the desert and travels in the  sun of the sun ; and these people are  not professional trackers!!	0.3939393939393939	1	0.3	7.247568130493164	False
96	0	0	1	0	1	0.006538607645779848	0.99804544	"Of all movies (and I'm a film graduate, if that's worth anything to you), this is THE WORST movie I have ever seen. I know there are probably some worse ones out there that I just haven't seen yet, but I have seen this, and this is the worst. A friend and I rented it one night because Denise Richards was on the cover. Talk about being young and retarded. She's uncredited! Her role was unbelievably small! How did she make it on the cover!? IMDb doesn't even list it in her filmography. This movie was so bad, we wrote a little note to the video store when we returned it, and slipped it inside the case. It read something like ""please save your further customers from having to view this complete and totally bad movie!"""	" I love all movies ,and I'm a film graduate, if that's worth anything to you. W ARNING: This is one of the best movies I have ever seen! I know there are probably some  great ones out there  that have  made this,  but this is  a great movie. A  couple of years ago and I  rented it one night because Denise Richards was on the cover talking about being young and  loved. She's  beautiful! Her role was  unbelievably  beautiful! How did she make it on the cover? IMDb doesn' t list it in her filmography!! I was  pleasantly surprised when we  returned a little note to the video store when we returned it, and  put it inside the case. It  was something like ""please save your further  money from having to view this complete and  complete movie."""	"Of all movies (and I'm a film graduate, if that's worth anything to you), this is THE WORST movie I have ever seen. I know there are probably some worse ones out there that I just haven't seen yet, but I have seen this, and this is the worst. A friend and I rented it one night because Denise Richards was on the cover. Talk about being young and retarded. She's uncredited! Her role was unbelievably small! How did she make it on the cover!? IMDb doesn't even list it in her filmography. This movie was so bad, we wrote a little note to the video store when we returned it, and slipped it inside the case. It read something like ""please save your further customers from having to view this complete and totally bad movie!"" "	" I love all movies ,and I'm a film graduate, if that's worth anything to you. W ARNING: This is one of the best movies I have ever seen! I know there are probably some  great ones out there  that have  made this,  but this is  a great movie. A  couple of years ago and I  rented it one night because Denise Richards was on the cover talking about being young and  loved. She's  beautiful! Her role was  unbelievably  beautiful! How did she make it on the cover? IMDb doesn' t list it in her filmography!! I was  pleasantly surprised when we  returned a little note to the video store when we returned it, and  put it inside the case. It  was something like ""please save your further  money from having to view this complete and  complete movie."""	0.3395061728395062	1	0.3	6.416193246841431	False
21	0	0	0	1	0	0.8948983550071716	0.9887205	This one is just like the 6th movie. The movie is really bad. It offers nothing in the death department. The one-liners are bad and are something that shouldn't be in a NOES movie. Freddy comes off as a happy child in the whole movie. Lisa Wilcox is still the only thing that makes this one worth while. The characters are extremely underdeveloped. All in all better than the 6th one, but still one the worst movies of the series. My rating 2/10	 This movie is just like the 6th movie. The acting is  terrible. It offers  nothing in the death department. The one-liners are  terrible and are something that shouldn't be in a NOES movie. Freddy comes off as a happy child in the whole movie. Lisa Wilcox is still the  only thing that  makes the movie worse. The characters are extremely  bad. All in all  this movie is better than the 6th one, but  none of the characters. 2/10	This one is just like the 6th movie. The movie is really bad. It offers nothing in the death department. The one-liners are bad and are something that shouldn't be in a NOES movie. Freddy comes off as a happy child in the whole movie. Lisa Wilcox is still the only thing that makes this one worth while. The characters are extremely underdeveloped. All in all better than the 6th one, but still one the worst movies of the series. My rating 2/10 	 This movie is just like the 6th movie. The acting is  terrible. It offers  nothing in the death department. The one-liners are  terrible and are something that shouldn't be in a NOES movie. Freddy comes off as a happy child in the whole movie. Lisa Wilcox is still the  only thing that  makes the movie worse. The characters are extremely  bad. All in all  this movie is better than the 6th one, but  none of the characters. 2/10	0.22105263157894736	1	0.3	3.304478645324707	False
