data_idx	sorted_idx	orig_pred	new_pred	gold_label	contrast_label	orig_contrast_prob_pred	new_contrast_prob_pred	orig_input	edited_input	orig_editable_seg	edited_editable_seg	minimality	num_edit_rounds	mask_frac	duration	error
218	0	contradiction	entailment	contradiction	entailment	1.638596222619526e-05	0.9739164	Man in leather jacket and scarf sits on purple cushion at a party. </s> A person is sleeping on the couch.	Man in leather jacket and scarf sits on purple cushion at a party. </s> A person is  at the party	Man in leather jacket and scarf sits on purple cushion at a party.</s> A person is sleeping on the couch.</s>	Man in leather jacket and scarf sits on purple cushion at a party. </s> A person is  at the party	0.36363636363636365	1	0.5	0.4429197311401367	False
225	0	contradiction	neutral	contradiction	entailment	0.004498707130551338	0.05964916	A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping. </s> The woman is wearing a full sleeved jacket.	A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping. </s> The woman is  above a  black and white  bunge e	A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.</s> The woman is wearing a full sleeved jacket.</s>	A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping. </s> The woman is  above a  black and white  bunge e	0.3125	1	0.5	0.3526287078857422	False
190	0	contradiction	entailment	contradiction	entailment	0.03274141997098923	0.45699218	Two formally dressed, bald older women </s> Two long-haired young women.	Two formally dressed, bald older women </s> Two  long-haire d ladies	Two formally dressed, bald older women</s> Two long-haired young women.</s>	Two formally dressed, bald older women </s> Two  long-haire d ladies	0.4666666666666667	1	0.5	0.3591165542602539	False
15	0	entailment	contradiction	entailment	contradiction	0.00014534256479237229	0.99967134	A hockey player in blue and red guarding the goal. </s> a person playing a sport	A hockey player in blue and red guarding the goal. </s>  There is a soccer player	A hockey player in blue and red guarding the goal.</s> a person playing a sport</s>	A hockey player in blue and red guarding the goal. </s>  There is a soccer player	0.5294117647058824	1	0.5	0.4184598922729492	False
55	0	entailment	contradiction	entailment	contradiction	6.155227310955524e-05	0.9999553	A man is playing with his skateboard on a street. </s> A man is outside.	A man is playing with his skateboard on a street. </s>  The man is playing basketball indoors	A man is playing with his skateboard on a street.</s> A man is outside.</s>	A man is playing with his skateboard on a street. </s>  The man is playing basketball indoors	0.5	1	0.5	0.41295719146728516	False
198	0	contradiction	entailment	contradiction	entailment	0.12886400520801544	0.9095792	A motorist gets some air over a rough hill. </s> A motorist has stalled.	A motorist gets some air over a rough hill. </s> A motorist  is on a hill	A motorist gets some air over a rough hill.</s> A motorist has stalled.</s>	A motorist gets some air over a rough hill. </s> A motorist  is on a hill	0.5333333333333333	1	0.5	0.3625037670135498	False
253	0	contradiction	entailment	contradiction	entailment	0.00010232073691440746	0.9817551	The man in the sailor suit is holding literature. </s> A chef is cooking stew.	The man in the sailor suit is holding literature. </s> A  man is holding something.	The man in the sailor suit is holding literature.</s> A chef is cooking stew.</s>	The man in the sailor suit is holding literature. </s> A  man is holding something.	0.5	1	0.5	0.34636998176574707	False
81	0	entailment	entailment	entailment	contradiction	0.0015592278214171529	0.0027729324	A gymnast is seen defying gravity as she performs an impressive move several feet above the parallel bars. </s> a gymanst performing	A gymnast is seen defying gravity as she performs an impressive move several feet above the parallel bars. </s> a gymnast performing	A gymnast is seen defying gravity as she performs an impressive move several feet above the parallel bars.</s> a gymanst performing</s>	A gymnast is seen defying gravity as she performs an impressive move several feet above the parallel bars. </s> a gymnast performing	0.30434782608695654	1	0.5	0.14519214630126953	False
207	0	contradiction	entailment	contradiction	entailment	7.015502342255786e-05	0.99636555	A rugby player swings his leg back to punt the ball. </s> There is a person sitting on the bed.	A rugby player swings his leg back to punt the ball. </s>  There is a person playing rugby.	A rugby player swings his leg back to punt the ball.</s> There is a person sitting on the bed.</s>	A rugby player swings his leg back to punt the ball. </s>  There is a person playing rugby.	0.42857142857142855	1	0.5	0.3306288719177246	False
268	0	contradiction	entailment	contradiction	entailment	1.7125792510341853e-05	0.7836216	A man swings his tennis racquet as the tennis ball gets closer to him. </s> A man is shooting a basketball at the goal.	A man swings his tennis racquet as the tennis ball gets closer to him. </s> A man is  swinging  a tennis ball at the tennis court	A man swings his tennis racquet as the tennis ball gets closer to him.</s> A man is shooting a basketball at the goal.</s>	A man swings his tennis racquet as the tennis ball gets closer to him. </s> A man is  swinging  a tennis ball at the tennis court	0.36	1	0.5	0.37099123001098633	False
118	0	entailment	contradiction	entailment	contradiction	0.008865156210958958	0.9960484	A crowd of people in a stadium decked out in white, yellow and green cheer and clap for the team below. </s> a crwod is cheering	A crowd of people in a stadium decked out in white, yellow and green cheer and clap for the team below. </s>  Crowd of dogs cheering	A crowd of people in a stadium decked out in white, yellow and green cheer and clap for the team below.</s> a crwod is cheering</s>	A crowd of people in a stadium decked out in white, yellow and green cheer and clap for the team below. </s>  Crowd of dogs cheering	0.32142857142857145	1	0.5	0.2548990249633789	False
59	0	neutral	contradiction	entailment	contradiction	0.02573111094534397	0.99835736	There are two people walking in the sand. </s> Two people walk across the beach.	There are two people walking in the sand. </s> Two people are swimming.	There are two people walking in the sand.</s> Two people walk across the beach.</s>	There are two people walking in the sand. </s> Two people are swimming.	0.5625	1	0.5	0.2614610195159912	False
182	0	contradiction	entailment	contradiction	entailment	0.0006469087675213814	0.95863235	A man hammering nails on a shed. </s> The shed is made of t-shirts.	A man hammering nails on a shed. </s> The shed is  being hammer.	A man hammering nails on a shed.</s> The shed is made of t-shirts.</s>	A man hammering nails on a shed. </s> The shed is  being hammer.	0.5882352941176471	1	0.5	0.3602786064147949	False
135	0	entailment	contradiction	entailment	contradiction	0.0007988588768057525	0.7116412	A man is riding a bicycle in the street. </s> a bicycle is being ridden	A man is riding a bicycle in the street. </s>  The bicycle  is parked in the street	A man is riding a bicycle in the street.</s> a bicycle is being ridden</s>	A man is riding a bicycle in the street. </s>  The bicycle  is parked in the street	0.5625	1	0.5	0.4321146011352539	False
111	0	entailment	neutral	entailment	contradiction	0.0006447674240916967	0.016959574	A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. </s> A person is near a pile of coconuts.	A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. </s>  A man working with a  pile of coconuts on the ground	A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.</s> A person is near a pile of coconuts.</s>	A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. </s>  A man working with a  pile of coconuts on the ground	0.3548387096774194	1	0.5	0.38219285011291504	False
125	0	entailment	neutral	entailment	contradiction	0.0030698231421411037	0.056584373	Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center. </s> men using metal rods	Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center. </s> men smash hamburgers	Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center.</s> men using metal rods</s>	Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center. </s> men smash hamburgers	0.2222222222222222	1	0.5	0.24227094650268555	False
22	0	entailment	contradiction	entailment	contradiction	0.00016422063345089555	0.9999262	A man wearing a red vest is walking past a black and green fence. </s> A man is wearing a vest.	A man wearing a red vest is walking past a black and green fence. </s>  The man is wearing a blue vest	A man wearing a red vest is walking past a black and green fence.</s> A man is wearing a vest.</s>	A man wearing a red vest is walking past a black and green fence. </s>  The man is wearing a blue vest	0.3181818181818182	1	0.5	0.5694851875305176	False
146	0	contradiction	entailment	contradiction	entailment	4.127664215047844e-05	0.96564305	A woman in a red jacket walks down the street in the rain. </s> Woman walks down street on sunny day	A woman in a red jacket walks down the street in the rain. </s> Woman walks  down the street in the rain	A woman in a red jacket walks down the street in the rain.</s> Woman walks down street on sunny day</s>	A woman in a red jacket walks down the street in the rain. </s> Woman walks  down the street in the rain	0.4090909090909091	1	0.5	0.3657841682434082	False
63	0	neutral	contradiction	entailment	contradiction	0.009732997976243496	0.9963882	Artist on street corner selling his artwork. </s> Someone is selling paintings.	Artist on street corner selling his artwork. </s>  Nobody is selling anything.	Artist on street corner selling his artwork.</s> Someone is selling paintings.</s>	Artist on street corner selling his artwork. </s>  Nobody is selling anything.	0.5384615384615384	1	0.5	0.27413344383239746	False
158	0	contradiction	neutral	contradiction	entailment	0.018081430345773697	0.15433994	A woman cook in an apron is smiling at the camera with two other cooks in the background. </s> A woman not paying attention to the camera	A woman cook in an apron is smiling at the camera with two other cooks in the background. </s> A woman  tries to impress the camera	A woman cook in an apron is smiling at the camera with two other cooks in the background.</s> A woman not paying attention to the camera</s>	A woman cook in an apron is smiling at the camera with two other cooks in the background. </s> A woman  tries to impress the camera	0.35714285714285715	1	0.5	0.2358994483947754	False
205	0	contradiction	entailment	contradiction	entailment	0.0003019968280568719	0.9370247	An adorable child leaping to block a soccer ball from entering the goal. </s> A child blocks a goal with his hockey stick.	An adorable child leaping to block a soccer ball from entering the goal. </s> A child blocks a soccer ball from entering the goal	An adorable child leaping to block a soccer ball from entering the goal.</s> A child blocks a goal with his hockey stick.</s>	An adorable child leaping to block a soccer ball from entering the goal. </s> A child blocks a soccer ball from entering the goal	0.4166666666666667	1	0.5	0.3859262466430664	False
8	0	entailment	contradiction	entailment	contradiction	0.00010411267430754378	0.99949956	A young man standing outside a laundromat. </s> A man is standing.	A young man standing outside a laundromat. </s>  A woman is standing outside	A young man standing outside a laundromat.</s> A man is standing.</s>	A young man standing outside a laundromat. </s>  A woman is standing outside	0.5384615384615384	1	0.5	0.32551145553588867	False
